Wall time,Step,Value
1655100473.3492017,0,2.290874481201172
1655100474.8094134,1,1.859296441078186
1655100476.210619,2,1.047436237335205
1655100477.63319,3,0.7007302641868591
1655100479.034547,4,0.5155260562896729
1655100480.459052,5,0.4296691119670868
1655100481.8668637,6,0.380631685256958
1655100483.2643614,7,0.3620508313179016
1655100484.7132306,8,0.26131677627563477
1655100486.1126535,9,0.21340179443359375
1655100487.5137887,10,0.1865074783563614
1655100488.9181466,11,0.1664668321609497
1655100490.3225152,12,0.15493200719356537
1655100491.716161,13,0.13523037731647491
1655100493.1138299,14,0.12538264691829681
1655100494.5353532,15,0.11592160910367966
1655100495.9468586,16,0.10676035284996033
1655100497.3895369,17,0.09692972898483276
1655100498.801017,18,0.09267715364694595
1655100500.2117376,19,0.07928617298603058
1655100501.6152968,20,0.07468247413635254
1655100503.0195167,21,0.07007817924022675
1655100504.4210334,22,0.06690572202205658
1655100505.824938,23,0.06010300666093826
1655100507.2245183,24,0.05571131035685539
1655100508.6308694,25,0.053816359490156174
1655100510.0701468,26,0.053522758185863495
1655100511.4618623,27,0.05267180874943733
1655100512.8765225,28,0.0509689636528492
1655100514.2675786,29,0.049800269305706024
1655100515.6557739,30,0.05664994567632675
1655100517.1007342,31,0.05472927168011665
1655100518.5072324,32,0.05458129942417145
1655100519.9014068,33,0.04310612753033638
1655100521.292951,34,0.042404916137456894
1655100522.6933825,35,0.03626181557774544
1655100524.1246078,36,0.03811300918459892
1655100525.5232873,37,0.04100685194134712
1655100526.912916,38,0.03826165571808815
1655100528.3018758,39,0.03249334171414375
1655100529.6935177,40,0.02547094039618969
1655100531.1251676,41,0.019520500674843788
1655100532.5280564,42,0.01941308006644249
1655100533.9264896,43,0.015332341194152832
1655100535.327399,44,0.014226356521248817
1655100536.726897,45,0.013639206066727638
1655100538.1145976,46,0.016793813556432724
1655100539.5123286,47,0.015207413583993912
1655100540.9025917,48,0.01339153852313757
1655100542.3455243,49,0.013748829253017902
1655100543.7624936,50,0.010439830832183361
1655100545.1797886,51,0.013330149464309216
1655100546.5676816,52,0.015307910740375519
1655100547.9546127,53,0.013553937897086143
1655100549.3835387,54,0.01667809672653675
1655100550.7734404,55,0.010618779808282852
1655100552.161171,56,0.019021620973944664
1655100553.551643,57,0.017055002972483635
1655100554.984775,58,0.02004781737923622
1655100556.4456205,59,0.022942550480365753
1655100557.835324,60,0.052274107933044434
1655100559.226414,61,0.01970909722149372
1655100560.61617,62,0.017138808965682983
1655100562.0481796,63,0.01246307510882616
1655100563.4804702,64,0.012898431159555912
1655100564.871233,65,0.008541867136955261
1655100566.2600985,66,0.005588887725025415
1655100567.653979,67,0.005067021586000919
1655100569.093858,68,0.004435090813785791
1655100570.4830775,69,0.004660541191697121
1655100571.8752756,70,0.0036205705255270004
1655100573.274756,71,0.0032988230232149363
1655100574.670863,72,0.002204286400228739
1655100576.0997353,73,0.0030603264458477497
1655100577.491373,74,0.002799512818455696
1655100578.9141035,75,0.0033947848714888096
1655100580.3065784,76,0.0027392155025154352
1655100581.693323,77,0.002399763558059931
1655100583.079251,78,0.002405016915872693
1655100584.4657643,79,0.002868733834475279
1655100585.853098,80,0.004617330152541399
1655100587.2912252,81,0.004495582543313503
1655100588.7027917,82,0.0038317223079502583
1655100590.104533,83,0.00472838943824172
1655100591.5589416,84,0.004096925724297762
1655100592.949307,85,0.004131900612264872
1655100594.3391044,86,0.0032777199521660805
1655100595.7216568,87,0.002371540991589427
1655100597.121969,88,0.002114950679242611
1655100598.5596888,89,0.0029203412123024464
1655100599.9495075,90,0.0026966778095811605
1655100601.3356178,91,0.0021247221156954765
1655100602.7236407,92,0.0019209366291761398
1655100604.1071515,93,0.0017179149435833097
1655100605.503242,94,0.0011669552186504006
1655100606.8900573,95,0.0022183984983712435
1655100608.2760892,96,0.0030112399253994226
1655100609.6669345,97,0.003147296840324998
1655100611.1036425,98,0.002860496984794736
1655100612.49275,99,0.0010834501590579748
1655100613.901103,100,0.0010536740301176906
1655100615.315574,101,0.0009243935346603394
1655100616.729473,102,0.0016841255128383636
1655100618.123753,103,0.002318713814020157
1655100619.5327504,104,0.002541689667850733
1655100620.9869504,105,0.002847500843927264
1655100622.4202054,106,0.0021980786696076393
1655100623.8591967,107,0.00440395250916481
1655100625.2456117,108,0.006222251802682877
1655100626.6509225,109,0.006161624100059271
1655100628.0357106,110,0.014768427237868309
1655100629.4240346,111,0.010478194802999496
1655100630.8203385,112,0.027173208072781563
1655100632.2087712,113,0.027304278686642647
1655100633.6443276,114,0.029110021889209747
1655100635.0322363,115,0.015986882150173187
1655100636.4218793,116,0.010377518832683563
1655100637.8268638,117,0.007583580445498228
1655100639.2351353,118,0.004427969455718994
1655100640.6624382,119,0.002784831216558814
1655100642.0473003,120,0.0018684163223952055
1655100643.4350257,121,0.0017277399310842156
1655100644.834449,122,0.0017499664099887013
1655100646.2192333,123,0.001560808508656919
1655100647.61331,124,0.0013791199307888746
1655100649.0012136,125,0.0011100536212325096
1655100650.3874254,126,0.000752583029679954
1655100651.7864146,127,0.0010330345248803496
1655100653.2090957,128,0.0007742315647192299
1655100654.599591,129,0.0007536079501733184
1655100655.9844022,130,0.0006184835801832378
1655100657.3691437,131,0.00036815344356000423
1655100658.7612164,132,0.0003605083329603076
1655100660.1626947,133,0.000574262987356633
1655100661.5603263,134,0.00034395846887491643
1655100662.9994886,135,0.0003583564830478281
1655100664.4023488,136,0.00030434486689046025
1655100665.793268,137,0.00030377006623893976
1655100667.1904774,138,0.00019076130411121994
1655100668.5886574,139,0.00020181782019790262
1655100669.9865913,140,0.0004297729174140841
1655100671.3912392,141,0.0003322392876725644
1655100672.7843695,142,0.00028500769985839725
1655100674.1837566,143,0.00026493711629882455
1655100675.6229537,144,0.00014231337991077453
1655100677.0229032,145,0.0002974391099996865
1655100678.4048707,146,0.0003354955988470465
1655100679.7892694,147,0.0002683136845007539
1655100681.1756647,148,0.00024925253819674253
1655100682.5585701,149,0.0001798622397473082
1655100683.9572983,150,0.0002575177641119808
1655100685.3468108,151,0.00043565925443544984
1655100686.7678294,152,0.0003808478359133005
1655100688.1524193,153,0.00027900454006157815
1655100689.5603747,154,0.0004206326848361641
1655100690.9433239,155,0.0002521607093513012
1655100692.3470004,156,0.00028366988408379257
1655100693.7509713,157,0.000227729047765024
1655100695.132047,158,0.0003122445777989924
1655100696.513981,159,0.00035893957829102874
1655100697.8960538,160,0.00024682621005922556
1655100699.3171268,161,0.0003677205531857908
1655100700.706053,162,0.0001608423190191388
1655100702.104998,163,0.00024418553221039474
1655100703.4900916,164,0.0002472089254297316
1655100704.8813968,165,0.0001246534811798483
1655100706.3206825,166,0.0002216333814430982
1655100707.7145367,167,0.00023670608061365783
1655100709.1127384,168,0.0002217248547822237
1655100710.5404832,169,0.00014588770864065737
1655100711.9392066,170,8.463667472824454e-05
1655100713.3370082,171,0.0002567008195910603
