Wall time,Step,Value
1655085752.9813678,0,0.023193487897515297
1655085754.5205793,1,0.016817830502986908
1655085756.0062573,2,0.019372619688510895
1655085757.5237663,3,0.019199497997760773
1655085759.0221486,4,0.019199497997760773
1655085760.4980772,5,0.019199497997760773
1655085761.982016,6,0.019199497997760773
1655085763.4478881,7,0.019199497997760773
1655085764.9489813,8,0.019199497997760773
1655085766.391576,9,0.019199497997760773
1655085767.8376505,10,0.019199497997760773
1655085769.3227963,11,0.019199497997760773
1655085770.7472103,12,0.019199497997760773
1655085772.1759348,13,0.019199497997760773
1655085773.6493173,14,0.019199497997760773
1655085775.124885,15,0.019199497997760773
1655085776.5569544,16,0.019199497997760773
1655085778.0012095,17,0.019199497997760773
1655085779.4277217,18,0.019199497997760773
1655085780.8933082,19,0.019199497997760773
1655085782.3382645,20,0.019199497997760773
1655085783.800473,21,0.019199497997760773
1655085785.23926,22,0.019199497997760773
1655085786.6685593,23,0.019199497997760773
1655085788.149537,24,0.019199497997760773
1655085789.5732954,25,0.019199497997760773
1655085790.9965234,26,0.019199497997760773
1655085792.4437704,27,0.019199497997760773
1655085793.8872337,28,0.019199497997760773
1655085795.375533,29,0.019199497997760773
1655085796.8146417,30,0.019199497997760773
1655085798.2692385,31,0.019199497997760773
1655085799.7199008,32,0.019199497997760773
1655085801.1514676,33,0.019199497997760773
1655085802.63078,34,0.019199497997760773
1655085804.133575,35,0.019199497997760773
1655085805.5805876,36,0.019199497997760773
1655085807.016597,37,0.019199497997760773
1655085808.4601693,38,0.019199497997760773
1655085809.968718,39,0.019199497997760773
1655085811.4457734,40,0.019199497997760773
1655085812.928177,41,0.019199497997760773
1655085814.4083283,42,0.019199497997760773
1655085815.859312,43,0.019199497997760773
1655085817.3288383,44,0.019199497997760773
1655085818.8131993,45,0.019199497997760773
1655085820.2496731,46,0.019199497997760773
1655085821.6785543,47,0.019199497997760773
1655085823.104944,48,0.019199497997760773
1655085824.6038768,49,0.019199497997760773
1655085826.0906286,50,0.019199497997760773
1655085827.6076689,51,0.019199497997760773
1655085829.0813057,52,0.019199497997760773
1655085830.5552673,53,0.019199497997760773
1655085832.0152202,54,0.019199497997760773
1655085833.452148,55,0.019199497997760773
1655085834.9135861,56,0.019199497997760773
1655085836.3578053,57,0.019199497997760773
1655085837.8483865,58,0.019199497997760773
1655085839.3192902,59,0.019199497997760773
1655085840.7996144,60,0.019199497997760773
1655085842.271899,61,0.019199497997760773
1655085843.6974883,62,0.019199497997760773
1655085845.1588888,63,0.019199497997760773
1655085846.5836253,64,0.019199497997760773
1655085848.0481,65,0.019199497997760773
1655085849.4966075,66,0.019199497997760773
1655085850.9766405,67,0.019199497997760773
1655085852.4397788,68,0.019199497997760773
1655085853.8683994,69,0.019199497997760773
1655085855.3139296,70,0.019199497997760773
1655085856.7439332,71,0.019199497997760773
1655085858.2065144,72,0.019199497997760773
1655085859.7340753,73,0.019199497997760773
1655085861.1737208,74,0.019199497997760773
1655085862.595892,75,0.019199497997760773
1655085864.0402548,76,0.019199497997760773
1655085865.478505,77,0.019199497997760773
1655085866.9504015,78,0.019199497997760773
1655085868.425,79,0.019199497997760773
1655085869.8585851,80,0.019199497997760773
1655085871.4890654,81,0.019199497997760773
1655085873.0284483,82,0.019199497997760773
1655085874.4911885,83,0.019199497997760773
1655085875.9173415,84,0.019199497997760773
1655085877.3920465,85,0.019199497997760773
1655085878.827533,86,0.019199497997760773
1655085880.267044,87,0.019199497997760773
1655085881.7391903,88,0.019199497997760773
1655085883.1662045,89,0.019199497997760773
1655085884.5929337,90,0.019199497997760773
1655085886.039,91,0.019199497997760773
1655085887.5146892,92,0.019199497997760773
1655085888.9520764,93,0.019199497997760773
1655085890.3973165,94,0.019199497997760773
1655085891.830023,95,0.019199497997760773
1655085893.2868772,96,0.019199497997760773
1655085894.7718556,97,0.019199497997760773
1655085896.253195,98,0.019199497997760773
1655085897.7084446,99,0.019199497997760773
1655085899.15558,100,0.019199497997760773
1655085900.6016202,101,0.019199497997760773
1655085902.0907183,102,0.019199497997760773
1655085903.5697453,103,0.019199497997760773
1655085905.0384073,104,0.019199497997760773
1655085906.5135798,105,0.019199497997760773
1655085907.9439995,106,0.019199497997760773
1655085909.4375718,107,0.019199497997760773
1655085910.8944228,108,0.019199497997760773
1655085912.3182535,109,0.019199497997760773
1655085913.744492,110,0.019199497997760773
1655085915.1724584,111,0.019199497997760773
1655085916.6583517,112,0.019199497997760773
1655085918.0850005,113,0.019199497997760773
1655085919.5643358,114,0.019199497997760773
1655085921.0344229,115,0.019199497997760773
1655085922.4605918,116,0.019199497997760773
1655085923.9263172,117,0.019199497997760773
1655085925.3617566,118,0.019199497997760773
1655085926.7872443,119,0.019199497997760773
1655085928.2245722,120,0.019199497997760773
1655085929.653285,121,0.019199497997760773
1655085931.1643445,122,0.019199497997760773
1655085932.6508942,123,0.019199497997760773
1655085934.0844626,124,0.017571203410625458
1655085935.5472798,125,0.01766134239733219
1655085936.973477,126,0.019199497997760773
1655085938.478108,127,0.019199497997760773
1655085939.908489,128,0.019199497997760773
1655085941.3606863,129,0.019199497997760773
1655085942.8412793,130,0.019199497997760773
1655085944.2832503,131,0.019199497997760773
1655085945.744979,132,0.019199497997760773
1655085947.2076902,133,0.019199497997760773
1655085948.636563,134,0.019199497997760773
1655085950.0610087,135,0.019199497997760773
1655085951.5964987,136,0.019199497997760773
1655085953.0513232,137,0.019199497997760773
1655085954.4815402,138,0.019199497997760773
1655085955.9311676,139,0.019199497997760773
1655085957.3939524,140,0.019199497997760773
1655085958.863145,141,0.014660678803920746
1655085960.3219912,142,0.019199497997760773
1655085961.7489684,143,0.019199497997760773
1655085963.2181826,144,0.019199497997760773
1655085964.6444006,145,0.019199497997760773
1655085966.1687677,146,0.019199497997760773
1655085967.6083612,147,0.019199497997760773
1655085969.0465627,148,0.019199497997760773
1655085970.5173614,149,0.019199497997760773
1655085971.9730248,150,0.019199497997760773
1655085973.4610898,151,0.019199497997760773
1655085974.8864393,152,0.019199497997760773
1655085976.3324676,153,0.019199497997760773
1655085977.7642825,154,0.019199497997760773
1655085979.20226,155,0.019199497997760773
1655085980.6694524,156,0.019199497997760773
1655085982.1320233,157,0.019199497997760773
1655085983.5639498,158,0.019199497997760773
1655085985.0491414,159,0.019199497997760773
1655085986.4772592,160,0.019199497997760773
1655085987.9720097,161,0.019199497997760773
1655085989.4205308,162,0.019199497997760773
1655085990.8624635,163,0.019199497997760773
1655085992.3119006,164,0.019199497997760773
1655085993.7425394,165,0.019199497997760773
1655085995.1824112,166,0.019199497997760773
1655085996.617044,167,0.019199497997760773
1655085998.0726717,168,0.019199497997760773
1655085999.4981837,169,0.019199497997760773
1655086000.9773328,170,0.019199497997760773
1655086002.4309943,171,0.019199497997760773
1655086003.8862538,172,0.019199497997760773
1655086005.3376107,173,0.019199497997760773
1655086006.7921617,174,0.019199497997760773
1655086008.299005,175,0.019199497997760773
1655086009.734267,176,0.019199497997760773
1655086011.2065103,177,0.019199497997760773
1655086012.6330173,178,0.019199497997760773
1655086014.1069083,179,0.019199497997760773
1655086015.5925598,180,0.019199497997760773
1655086017.0204287,181,0.019199497997760773
1655086018.4474332,182,0.019199497997760773
1655086019.9051073,183,0.019199497997760773
1655086021.3674219,184,0.019199497997760773
1655086022.8483603,185,0.019199497997760773
1655086024.2761834,186,0.019199497997760773
1655086025.7013626,187,0.019199497997760773
1655086027.160097,188,0.019199497997760773
1655086028.5853338,189,0.019199497997760773
1655086030.0526843,190,0.019199497997760773
1655086031.5261564,191,0.019199497997760773
1655086032.9824753,192,0.019199497997760773
1655086034.4805212,193,0.019199497997760773
1655086035.9296045,194,0.019199497997760773
1655086037.4071426,195,0.019199497997760773
1655086038.8495207,196,0.019199497997760773
1655086040.2876375,197,0.019199497997760773
1655086041.7157638,198,0.019199497997760773
