Wall time,Step,Value
1655083751.6712055,0,2.304030418395996
1655083753.192138,1,2.303914785385132
1655083754.6330798,2,2.303957223892212
1655083756.0772982,3,2.3039822578430176
1655083757.5163488,4,2.303755044937134
1655083758.9576519,5,2.3039193153381348
1655083760.3999317,6,2.3036751747131348
1655083761.8425236,7,2.303659200668335
1655083763.353112,8,2.3036675453186035
1655083764.7970362,9,2.303586483001709
1655083766.242642,10,2.3034839630126953
1655083767.6831884,11,2.3034543991088867
1655083769.1212356,12,2.3032665252685547
1655083770.5631928,13,2.303468704223633
1655083772.0011246,14,2.3032689094543457
1655083773.4394493,15,2.303257942199707
1655083774.8779511,16,2.303208351135254
1655083776.3671818,17,2.303253173828125
1655083777.804545,18,2.3031375408172607
1655083779.2426944,19,2.303041934967041
1655083780.679727,20,2.303126096725464
1655083782.1185653,21,2.3031086921691895
1655083783.5553575,22,2.303065061569214
1655083784.9915154,23,2.302948474884033
1655083786.4324958,24,2.3029463291168213
1655083787.8692935,25,2.3028221130371094
1655083789.3452566,26,2.3028855323791504
1655083790.7869947,27,2.302739143371582
1655083792.2248616,28,2.302865982055664
1655083793.665131,29,2.302767515182495
1655083795.1057782,30,2.302746534347534
1655083796.5449336,31,2.3027353286743164
1655083797.9835124,32,2.3028624057769775
1655083799.4687574,33,2.302727699279785
1655083800.9072168,34,2.3028035163879395
1655083802.3463044,35,2.3027210235595703
1655083803.798568,36,2.3026721477508545
1655083805.236701,37,2.3025946617126465
1655083806.6716726,38,2.302607536315918
1655083808.104984,39,2.3025927543640137
1655083809.5445287,40,2.3025176525115967
1655083810.9804344,41,2.302675247192383
1655083812.4683158,42,2.3025832176208496
1655083813.939562,43,2.3025875091552734
1655083815.4225814,44,2.3024916648864746
1655083816.8811474,45,2.302652359008789
1655083818.315652,46,2.3025894165039062
1655083819.7519727,47,2.302741050720215
1655083821.1881258,48,2.302494525909424
1655083822.6246793,49,2.3025319576263428
1655083824.098434,50,2.3025405406951904
1655083825.5346,51,2.302435874938965
1655083826.9709709,52,2.3023245334625244
1655083828.4073381,53,2.3026201725006104
1655083829.845937,54,2.3025412559509277
1655083831.2806282,55,2.302543878555298
1655083832.716866,56,2.3026280403137207
1655083834.1528988,57,2.3025171756744385
1655083835.5882018,58,2.3024818897247314
1655083837.067675,59,2.3024003505706787
1655083838.5032833,60,2.30248761177063
1655083839.9378142,61,2.30239200592041
1655083841.3740413,62,2.302332639694214
1655083842.8116329,63,2.302332639694214
1655083844.248105,64,2.3022453784942627
1655083845.7962847,65,2.302294969558716
1655083847.4104517,66,2.302476644515991
1655083848.9434345,67,2.3024652004241943
1655083850.4312682,68,2.3024544715881348
1655083851.8676023,69,2.3022360801696777
1655083853.3038435,70,2.3023180961608887
1655083854.7428658,71,2.3024837970733643
1655083856.182678,72,2.3024635314941406
1655083857.6285799,73,2.30240535736084
1655083859.0666842,74,2.3024063110351562
1655083860.5532565,75,2.3024051189422607
1655083861.9937673,76,2.302440881729126
1655083863.4311438,77,2.3024282455444336
1655083864.8754473,78,2.3021843433380127
1655083866.313601,79,2.3022780418395996
1655083867.7492895,80,2.3022477626800537
1655083869.1878893,81,2.3022263050079346
1655083870.6239932,82,2.302157402038574
1655083872.065055,83,2.3023338317871094
1655083873.556854,84,2.302232503890991
1655083875.0093653,85,2.3024520874023438
1655083876.4496348,86,2.302208423614502
1655083877.8900414,87,2.302284002304077
1655083879.3737724,88,2.302311420440674
1655083880.8320072,89,2.3025057315826416
1655083882.269792,90,2.3023014068603516
1655083883.7106864,91,2.302091121673584
1655083885.1896417,92,2.302366256713867
1655083886.6302843,93,2.3020949363708496
1655083888.0695934,94,2.3021578788757324
1655083889.5133483,95,2.302269458770752
1655083890.9550655,96,2.3022043704986572
1655083892.3951733,97,2.3020691871643066
1655083893.8821588,98,2.3021554946899414
1655083895.3220851,99,2.3024158477783203
